n_filmes,n_categorias,t_restante,t_execucao,v_filmes
19000,10,24,0.848128,24
19000,11,24,1.471713,22
19000,12,24,1.351705,24
19000,13,24,1.138656,22
19000,14,24,1.169538,22
19000,15,24,1.044040,23
19000,16,24,1.040249,24
19000,17,24,1.164682,23
19000,18,24,1.226478,23
19000,19,24,1.075990,24
19000,20,24,1.039448,23
19000,21,24,1.036310,24
19000,22,24,0.949324,22
19000,23,24,1.212679,24
19000,24,24,0.783747,24
19000,25,24,1.190817,23
19000,26,24,1.069145,24
19000,27,24,1.016171,24
19000,28,24,1.001792,22
19000,29,24,0.996639,23
19000,30,24,1.062791,24
19000,31,24,1.303697,22
19000,32,24,1.004505,21
19000,33,24,1.129378,24
19000,34,24,1.059289,23
19000,35,24,1.201197,23
19000,36,24,0.974139,23
19000,37,24,1.087963,23
19000,38,24,1.366222,24
19000,39,24,0.861580,24
19000,40,24,1.115511,23
19000,41,24,1.199491,24
19000,42,24,1.099625,23
19000,43,24,1.139705,22
19000,44,24,1.057256,24
19000,45,24,0.758954,24
19000,46,24,0.961125,24
19000,47,24,0.962072,21
19000,48,24,1.130463,23
19000,49,24,0.980991,23
19000,50,24,1.209993,23
20000,1,24,1.069227,1
20000,2,24,0.986944,3
20000,3,24,1.268011,8
20000,4,24,1.093296,13
20000,5,24,1.142956,11
20000,6,24,1.184484,16
20000,7,24,1.015883,17
20000,8,24,1.222964,17
20000,9,24,1.348320,21
20000,10,24,1.145690,24
20000,11,24,1.034117,21
20000,12,24,1.168806,20
20000,13,24,1.173431,21
20000,14,24,1.897237,23
20000,15,24,1.104013,21
20000,16,24,1.046082,21
20000,17,24,1.369493,23
20000,18,24,1.136259,21
20000,19,24,1.180149,24
20000,20,24,1.282888,24
20000,21,24,1.081889,22
20000,22,24,1.408959,23
20000,23,24,0.982984,22
20000,24,24,1.176371,24
20000,25,24,1.178679,24
20000,26,24,0.939636,22
20000,27,24,1.116364,24
20000,28,24,1.451731,23
20000,29,24,1.133937,24
20000,30,24,1.135493,22
20000,31,24,1.222735,24
20000,32,24,1.075140,22
20000,33,24,1.370236,24
20000,34,24,1.181080,23
20000,35,24,1.035243,23
20000,36,24,1.070371,23
20000,37,24,1.092497,22
20000,38,24,1.320586,24
20000,39,24,1.219471,23
